Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2021-03-12,118.10736083984375,118.24397951783547,116.28252245017181,117.49257678888105,88105100
2021-03-15,120.9958724975586,121.00563310100158,117.51208158431191,118.47818030587472,92403800
2021-03-16,122.53773498535156,124.14789226969461,121.70826227679905,122.66459306472457,115227900
2021-03-17,121.74730682373047,122.8207426159824,119.38573914658367,121.05445274468458,111932600
2021-03-18,117.61945343017578,120.20546300637888,117.41452538083813,119.91270439580465,121229700
2021-03-19,117.09249877929688,118.49772827437513,116.78998699166908,117.00467565843506,185549500
2021-03-22,120.41036224365234,120.8787744194562,117.35594855559042,117.42425788902442,111912300
2021-03-23,119.58092498779297,121.23987068738833,119.19058263342902,120.35184909024247,95467100
2021-03-24,117.1900634765625,119.93221266793454,117.17054971237121,119.85414272084951,88530500
2021-03-25,117.67799377441406,118.72216260318802,116.12639260654137,116.65335360086424,98844700
2021-03-26,118.28302001953125,118.5465042288051,116.04831804624526,117.44378670396847,94071200
2021-03-29,118.45868682861328,119.61995321991907,117.81462830863143,118.71241046141134,80819200
2021-03-30,117.00466918945312,117.49259524324971,115.98978210413694,117.2095972386284,85671900
2021-03-31,119.20032501220703,120.53723750663126,118.22447299809998,118.7123990051535,118323800
2021-04-01,120.02980041503906,121.18130611520114,119.53211379208796,120.6738663324064,75089100
2021-04-05,122.85978698730469,123.11351063056416,120.09812362016332,120.87880831704123,88651200
2021-04-06,123.16229248046875,124.06007462441202,122.61581768766165,123.44529048250403,80171300
2021-04-07,124.81147003173828,124.830983795515,122.11811647580448,122.79145672607788,83466700
2021-04-08,127.2120361328125,127.24131049441104,125.41647246662609,125.83608157641605,88844600
2021-04-09,129.788330078125,129.82735761061758,126.34357333569822,126.66560631746748,106686700
2021-04-12,128.0708465576172,129.64196917644963,127.47557612711987,129.31993616746033,91420000
2021-04-13,131.1837921142578,131.40824882078488,128.74416183713194,129.2418559434714,91266500
2021-04-14,128.8417510986328,131.74003301621525,128.48069058786155,131.68148427288168,87222800
2021-04-15,131.25209045410156,131.7400164409198,130.41285716116144,130.5885182593821,89347100
2021-04-16,130.92031860351562,131.41799780371278,130.06156400836352,131.05693729907884,84922400
2021-04-19,131.5839080810547,132.1986997366617,130.1201297698555,130.28602285828597,94264200
2021-04-20,129.8956756591797,132.2572359912941,128.6270649312646,131.75955677302224,94812300
2021-04-21,130.27626037597656,130.5202234103885,128.12938865121586,129.16378953467097,68847100
2021-04-22,128.75392150878906,130.91054619483594,128.2367211149233,129.8273498266732,84566500
2021-04-23,131.07644653320312,131.85711621347775,128.9686026596944,128.9686026596944,78657500
2021-04-26,131.466796875,131.79858301727063,130.33480485867753,131.57414120224303,66905100
2021-04-27,131.14474487304688,132.14011804581892,130.87150751429678,131.74976832594788,66015800
2021-04-28,130.35430908203125,131.7595383135996,129.86638309275443,131.06667685708592,107760100
2021-04-29,130.25669860839844,133.76001800843707,129.2515724107939,133.17450095202088,151101000
2021-04-30,128.28550720214844,130.33478741572688,127.90492552746106,128.59777209122348,109839500
2021-05-03,129.33941650390625,130.83248375117557,128.64656992797262,128.85149050777056,75135100
2021-05-04,124.7626724243164,128.3147804318186,123.64044117384255,128.0220218638134,137564700
2021-05-05,125.00663757324219,127.29988066325254,124.87977205806523,126.08006575676235,84000900
2021-05-06,126.60707092285156,126.6168240844227,124.06008861725753,124.80173838054755,78128300
2021-05-07,127.28152465820312,128.307897749906,126.56793194976201,127.90713017156261,78973300
2021-05-10,123.99707794189453,126.62657341198205,123.95797666716017,126.49950732025513,88071200
2021-05-11,123.07825469970703,123.43015134422814,120.0088672609952,120.72245265121907,126142800
2021-05-12,120.00885009765625,121.83679573122357,119.50054838799285,120.62468591755979,112172300
2021-05-13,122.15937042236328,123.31283199690465,121.46533953245027,121.77814229209847,105861300
2021-05-14,124.5835952758789,125.0137018854759,123.01958141071674,123.41058674145887,81918000
2021-05-17,123.43013000488281,124.07528990021518,122.35487097046837,123.96776325099312,74244600
2021-05-18,122.04206848144531,124.1339383673377,121.97364310976869,123.71360895337953,63342900
2021-05-19,121.88566589355469,122.11048890947326,120.09682166067931,120.39007750331018,92612000
2021-05-20,124.44673919677734,124.84752169451296,122.2864439727993,122.41352498808429,76857100
2021-05-21,122.60903930664062,125.1212388827715,122.39398598406174,124.94528684228031,79295400
2021-05-24,124.241455078125,125.06256693036593,123.10754794421824,123.17597331042118,63092900
2021-05-25,124.04595947265625,125.4340286577924,123.47900216167147,124.94526644040783,72009500
2021-05-26,123.99707794189453,124.52493396410016,123.57674856075704,124.10460458296265,56575900
2021-05-27,122.46240997314453,124.76933338548339,122.26691102273217,123.59632476739549,94625600
2021-05-28,121.80746459960938,122.97070334084246,121.74881641359961,122.74587286479516,71311100
2021-06-01,121.48489379882812,122.53082878890919,121.15254410936616,122.26690447420742,67637100
2021-06-02,122.24734497070312,122.42329699238253,121.26006567031901,121.4848886960278,59278900
2021-06-03,120.76153564453125,122.04207082094376,120.36075313288092,121.87589598051592,76229200
2021-06-04,123.05868530273438,123.32261707615766,121.0645647856299,121.27961809499506,75169300
2021-06-07,123.06846618652344,123.47901844884905,122.02253116137574,123.33239051007368,71057600
2021-06-08,123.8895492553711,125.57087420996747,123.37147042485411,123.75269852496304,74403800
2021-06-09,124.2707748413086,124.87683339071532,123.67449347467762,124.34897738790404,56877900
2021-06-10,123.27372741699219,125.30694902913476,123.10755258677628,124.1632572111759,71186400
2021-06-11,124.48585510253906,124.57383485098319,123.26396801386512,123.68429747068124,53522400
2021-06-14,127.54545593261719,127.60410412556826,124.21215187864384,124.94528412175958,96906500
2021-06-15,126.72433471679688,127.66275042731246,126.47995733459727,127.01759055855872,62746300
2021-06-16,127.2228775024414,127.94624002739722,125.57089869031938,127.43793082295223,91815000
2021-06-17,128.82598876953125,129.56890564121335,126.73411873855628,126.8807541337841,96721700
2021-06-18,127.5259017944336,128.5522748841205,127.31084850130004,127.7702791806661,108953300
2021-06-21,129.3245391845703,129.43206585059897,126.30403772378516,127.36951974085984,79663300
2021-06-22,130.9667205810547,131.0644774987528,128.65979753012715,129.15833692853147,74783600
2021-06-23,130.6930389404297,131.29910507401638,130.2336082056393,130.76147177632404,60214200
2021-06-24,130.4095458984375,131.6118784063628,129.94033059947196,131.4261492149737,68711000
2021-06-25,130.11631774902344,130.87877412754855,129.8230618536797,130.45845211286021,70783700
2021-06-28,131.74874877929688,132.20817950576375,130.35091714623502,130.40956533844553,62111300
2021-06-29,133.2638702392578,133.4202753370262,131.3284056301101,131.76828191642397,64556100
2021-06-30,133.87969970703125,134.31957597270352,132.81420307964328,133.1074588952949,63261400
